Wall time,Step,Value
1541425329.326371,0,3788.676513671875
1541425329.56524,11,927.2527465820312
1541425329.647446,22,670.521484375
1541425329.729232,33,503.34967041015625
1541425329.811145,44,400.48895263671875
1541425329.891189,55,441.27093505859375
1541425329.971388,66,417.75616455078125
1541425330.051038,77,419.80645751953125
1541425330.131058,88,326.6493835449219
1541425330.21139,99,342.4627990722656
1541425330.293298,110,318.5562438964844
1541425330.378297,121,300.0135498046875
1541425330.46016,132,235.5706787109375
1541425330.542575,143,254.70703125
1541425330.623987,154,245.54881286621094
1541425330.704166,165,281.43389892578125
1541425330.784959,176,276.40435791015625
1541425330.866257,187,238.98825073242188
1541425330.947002,198,241.5399169921875
1541425331.028081,209,231.7867431640625
1541425331.110036,220,172.89251708984375
1541425331.195099,231,199.77415466308594
1541425331.276168,242,203.86026000976562
1541425331.358565,253,187.6453857421875
1541425331.440275,264,171.49685668945312
1541425331.522401,275,183.05377197265625
1541425331.603038,286,150.00051879882812
1541425331.683102,297,154.55374145507812
1541425331.764724,308,144.12217712402344
1541425331.846512,319,152.44537353515625
1541425331.927759,330,140.15402221679688
1541425332.009723,341,180.41970825195312
1541425332.08847,352,158.23655700683594
1541425332.170679,363,121.49705505371094
1541425332.251069,374,154.10693359375
1541425332.331939,385,144.7471160888672
1541425332.413093,396,121.64850616455078
1541425332.493565,407,127.31130981445312
1541425332.574248,418,126.42648315429688
1541425332.65396,429,132.36412048339844
1541425332.734782,440,126.19418334960938
1541425332.816794,451,116.96746826171875
1541425332.897459,462,117.23382568359375
1541425332.977831,473,94.1579818725586
1541425333.058855,484,125.28914642333984
1541425333.140442,495,105.02622985839844
1541425333.221923,506,88.29286193847656
1541425333.303851,517,95.77002716064453
1541425333.385429,528,90.96803283691406
1541425333.467709,539,101.93019104003906
1541425333.548739,550,91.33818817138672
1541425333.63207,561,94.46119689941406
1541425333.714028,572,81.3980484008789
1541425333.795766,583,90.21800231933594
1541425333.876427,594,93.60609436035156
1541425333.957024,605,83.99440002441406
