Wall time,Step,Value
1540210247.986168,0,4081.037109375
1540210248.241132,11,1967.681640625
1540210248.337005,22,1439.601806640625
1540210248.428608,33,1413.0537109375
1540210248.52166,44,1294.421630859375
1540210248.613575,55,1093.7039794921875
1540210248.705656,66,1062.675048828125
1540210248.797544,77,1033.722900390625
1540210248.890211,88,867.74072265625
1540210248.984432,99,910.6549682617188
1540210249.076,110,853.7974853515625
1540210249.170756,121,790.9364013671875
1540210249.262235,132,831.0399169921875
1540210249.353831,143,828.3985595703125
1540210249.445265,154,718.6524047851562
1540210249.53674,165,624.2998046875
1540210249.627771,176,612.7277221679688
1540210249.71927,187,686.15771484375
1540210249.811322,198,726.6943359375
1540210249.903872,209,680.1131591796875
1540210249.996438,220,719.2388305664062
1540210250.090546,231,668.05517578125
1540210250.18253,242,707.6708984375
1540210250.27432,253,687.278564453125
1540210250.365766,264,590.0722045898438
1540210250.457083,275,604.1212768554688
1540210250.547923,286,622.3490600585938
1540210250.641671,297,601.487060546875
1540210250.733293,308,614.5111083984375
1540210250.82539,319,557.6502075195312
1540210250.9156,330,580.5225219726562
1540210251.009304,341,667.0958251953125
1540210251.100341,352,628.338623046875
1540210251.191131,363,565.8290405273438
1540210251.284398,374,520.8673706054688
1540210251.376621,385,596.23828125
1540210251.468399,396,560.6173706054688
1540210251.560476,407,614.44189453125
1540210251.653413,418,458.65545654296875
1540210251.74565,429,505.8188781738281
1540210251.837013,440,534.4736328125
1540210251.931365,451,522.528076171875
1540210252.02352,462,479.95001220703125
1540210252.115662,473,470.712158203125
1540210252.206676,484,425.65924072265625
1540210252.299012,495,464.3243408203125
1540210252.3911,506,503.85882568359375
1540210252.482368,517,439.0007019042969
1540210252.575216,528,460.96875
1540210252.667912,539,388.2900085449219
1540210252.760567,550,425.1335754394531
1540210252.856581,561,503.94927978515625
1540210252.949802,572,458.89959716796875
1540210253.04094,583,487.7712707519531
1540210253.131611,594,562.8133544921875
1540210253.222341,605,518.980712890625
1540210253.313728,616,486.1066589355469
1540210253.406206,627,410.0466003417969
1540210253.4991,638,384.05609130859375
1540210253.591523,649,406.24847412109375
1540210253.683109,660,466.9299621582031
1540210253.778229,671,473.92559814453125
1540210253.871191,682,342.2974853515625
1540210253.963105,693,428.4569396972656
1540210254.055435,704,356.9586486816406
1540210254.147905,715,437.9507141113281
1540210254.239318,726,377.9337158203125
1540210254.330161,737,468.91424560546875
1540210254.421447,748,450.5897216796875
1540210254.512593,759,497.97052001953125
1540210254.604932,770,446.94097900390625
1540210254.700202,781,408.6602478027344
1540210254.79219,792,390.15673828125
1540210254.884157,803,449.577880859375
1540210254.97548,814,446.22723388671875
1540210255.067634,825,443.8368835449219
1540210255.159708,836,423.0663757324219
1540210255.253227,847,422.6708984375
1540210255.346654,858,419.97393798828125
1540210255.438087,869,377.4848327636719
1540210255.530677,880,375.0150451660156
1540210255.624936,891,396.4318542480469
1540210255.715307,902,359.17987060546875
1540210255.807222,913,324.4737548828125
1540210255.899403,924,407.75921630859375
1540210255.990887,935,403.81781005859375
1540210256.082439,946,376.6911926269531
1540210256.175559,957,337.7894592285156
1540210256.26838,968,407.82415771484375
1540210256.361339,979,423.15057373046875
1540210256.455092,990,385.7757263183594
1540210256.942451,1001,341.56805419921875
1540210257.034422,1012,333.4841003417969
1540210257.126363,1023,421.5852966308594
1540210257.218287,1034,362.4938049316406
1540210257.310706,1045,348.9588928222656
1540210257.402803,1056,384.5107727050781
1540210257.493809,1067,445.77349853515625
1540210257.585098,1078,401.2711181640625
1540210257.675604,1089,355.2506103515625
1540210257.76674,1100,307.1075744628906
1540210257.860227,1111,350.0531005859375
1540210257.952018,1122,410.3880615234375
1540210258.044661,1133,353.1169128417969
1540210258.136894,1144,387.240966796875
1540210258.228823,1155,314.24700927734375
1540210258.321631,1166,342.3416748046875
1540210258.414309,1177,347.9957275390625
1540210258.508266,1188,426.0567321777344
1540210258.601455,1199,319.5694885253906
1540210258.694301,1210,285.1024169921875
1540210258.789701,1221,274.861328125
1540210258.88346,1232,349.404296875
1540210258.976894,1243,320.0444641113281
1540210259.068509,1254,318.9892272949219
1540210259.162836,1265,285.81207275390625
1540210259.258441,1276,298.7251892089844
1540210259.351553,1287,397.4998779296875
1540210259.443793,1298,264.64056396484375
1540210259.535809,1309,283.2327575683594
1540210259.628136,1320,268.82476806640625
1540210259.724506,1331,317.04229736328125
1540210259.817873,1342,291.9910583496094
1540210259.910896,1353,309.7450866699219
1540210260.003223,1364,302.01214599609375
1540210260.096016,1375,342.8888854980469
1540210260.189117,1386,384.5533447265625
1540210260.28341,1397,299.96331787109375
1540210260.376346,1408,313.6319274902344
1540210260.468737,1419,305.181396484375
1540210260.561044,1430,316.4219665527344
1540210260.656309,1441,305.79351806640625
1540210260.74872,1452,328.096923828125
1540210260.842224,1463,249.89381408691406
1540210260.937486,1474,301.0830078125
1540210261.030886,1485,270.7583312988281
1540210261.12374,1496,334.50634765625
1540210261.217337,1507,289.56854248046875
1540210261.310576,1518,366.09222412109375
1540210261.404847,1529,293.8059387207031
1540210261.497467,1540,350.8014831542969
1540210261.592235,1551,291.57720947265625
1540210261.685154,1562,298.00860595703125
1540210261.777566,1573,257.8409423828125
1540210261.870813,1584,301.1263732910156
1540210261.964321,1595,300.245849609375
1540210262.057268,1606,322.4217224121094
1540210262.150324,1617,318.7436218261719
1540210262.243451,1628,330.11700439453125
1540210262.336791,1639,284.8489685058594
1540210262.429887,1650,301.3190612792969
1540210262.527207,1661,276.47039794921875
1540210262.620246,1672,263.3714599609375
1540210262.712971,1683,265.5818786621094
1540210262.806529,1694,269.7354431152344
1540210262.8993,1705,256.2559509277344
1540210262.991603,1716,276.71453857421875
1540210263.084916,1727,263.630615234375
1540210263.177605,1738,250.4254150390625
1540210263.269209,1749,278.57427978515625
1540210263.360263,1760,286.89190673828125
1540210263.455408,1771,305.3720703125
1540210263.547771,1782,314.7442626953125
1540210263.640753,1793,307.9316711425781
1540210263.734331,1804,369.9022216796875
1540210263.827104,1815,279.94671630859375
1540210263.920562,1826,256.73675537109375
1540210264.012542,1837,273.46234130859375
1540210264.106141,1848,337.84552001953125
1540210264.199718,1859,321.8553466796875
1540210264.292817,1870,273.21722412109375
1540210264.387345,1881,227.2290496826172
1540210264.479905,1892,258.44097900390625
1540210264.574265,1903,304.72381591796875
1540210264.667517,1914,259.97503662109375
1540210264.76012,1925,320.6469421386719
1540210264.852796,1936,256.9623718261719
1540210264.945685,1947,224.8714599609375
1540210265.037605,1958,261.02783203125
1540210265.129231,1969,287.17401123046875
1540210265.220663,1980,214.87646484375
1540210265.313712,1991,226.35260009765625
1540210265.814967,2002,218.73593139648438
1540210265.906242,2013,245.72769165039062
1540210265.997325,2024,266.32733154296875
1540210266.089174,2035,259.27972412109375
1540210266.180731,2046,219.53045654296875
