Wall time,Step,Value
1540207842.920263,0,3647.822021484375
1540207843.506466,11,1510.646728515625
1540207843.936876,22,1101.0966796875
1540207844.03707,33,656.0352172851562
1540207844.323517,44,678.1285400390625
1540207844.415499,55,644.7813720703125
1540207844.506478,66,594.2752685546875
1540207844.59748,77,486.98699951171875
1540207844.687873,88,476.31787109375
1540207844.77896,99,536.5155029296875
1540207844.869772,110,507.87554931640625
1540207844.963292,121,348.24859619140625
1540207845.053896,132,411.4468078613281
1540207845.144549,143,357.15045166015625
1540207845.234578,154,386.4744873046875
1540207845.32469,165,374.387939453125
1540207845.415068,176,356.101318359375
1540207845.505445,187,329.465087890625
1540207845.595085,198,331.260009765625
1540207845.684823,209,335.60418701171875
1540207845.775061,220,314.9625244140625
1540207845.868494,231,348.6332702636719
1540207845.95934,242,294.7851257324219
1540207846.049993,253,322.3375549316406
1540207846.140675,264,303.5290222167969
1540207846.231198,275,292.41943359375
1540207846.321561,286,252.4884796142578
1540207846.411792,297,284.57330322265625
1540207846.503141,308,247.0309600830078
1540207846.594415,319,325.1361083984375
1540207846.685613,330,266.70849609375
1540207846.780617,341,313.117919921875
1540207846.870806,352,255.76316833496094
1540207846.960313,363,261.16632080078125
1540207847.05049,374,240.79983520507812
1540207847.141157,385,247.6399688720703
1540207847.231654,396,255.72523498535156
1540207847.322503,407,251.3377685546875
1540207847.412464,418,240.39959716796875
1540207847.502204,429,204.92233276367188
1540207847.593211,440,207.13409423828125
1540207847.686133,451,194.3414306640625
1540207847.806254,462,200.4866943359375
1540207847.896654,473,240.60707092285156
1540207847.986265,484,225.37705993652344
1540207848.076126,495,210.8756866455078
1540207848.166113,506,210.3549041748047
1540207848.254915,517,187.3698272705078
1540207848.345722,528,183.85006713867188
1540207848.435598,539,199.83827209472656
1540207848.526475,550,156.93846130371094
1540207848.620999,561,181.0457763671875
1540207848.713219,572,148.40380859375
1540207848.804306,583,173.08462524414062
1540207848.895285,594,138.54507446289062
1540207848.985664,605,149.517333984375
1540207849.0773,616,158.43125915527344
1540207849.167881,627,152.6368408203125
1540207849.258907,638,157.1466064453125
1540207849.34974,649,158.93698120117188
1540207849.441062,660,147.28323364257812
1540207849.535278,671,140.4885711669922
1540207849.625731,682,152.54685974121094
1540207849.717037,693,147.42416381835938
1540207849.80836,704,181.02532958984375
1540207849.899295,715,113.30492401123047
1540207849.991138,726,134.89703369140625
1540207850.081869,737,136.82977294921875
1540207850.171623,748,161.8843994140625
1540207850.262693,759,146.22897338867188
1540207850.352283,770,191.0650177001953
1540207850.44747,781,136.53575134277344
1540207850.538826,792,125.78208923339844
1540207850.628393,803,119.66253662109375
